X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
85.5,58.000007823,train,0.06923280937067171,65.5885788745885,0.7284705418801597
88.5,58.000007823,train,0.016331135847262822,38.15623806420305,0.387573159766192
94.5,58.000007823,train,0.19923251129814634,100.0,0.8853271778465005
103.5,58.000007823,train,1.6964157081526843E86,100.0,1.0
106.5,58.000007823,train,2.6452282085785136E93,100.0,1.0
109.5,58.000007823,train,2.1648694359479286E93,100.0,1.0
115.5,58.000007823,train,5.550134566261006E93,100.0,1.0
118.5,58.000007823,train,2.895856276028101E93,100.0,1.0
121.5,58.000007823,train,5.569524405585821E93,100.0,1.0
124.5,58.000007823,train,5.862848675212355E93,100.0,1.0
127.5,58.000007823,train,5.938536832337902E93,100.0,1.0
130.5,58.000007823,train,2.5638016512255696E95,100.0,1.0
133.5,58.000007823,train,3.982105496706956E94,100.0,1.0
136.5,58.000007823,train,5.956334672876941E93,100.0,1.0
139.5,58.000007823,train,1.135727934839893,100.0,0.977783016365589
142.5,58.000007823,train,0.8788147174294397,100.0,0.9714733685168897
145.5,58.000007823,train,0.7778827035647845,100.0,0.967890823240193
148.5,58.000007823,train,0.003012309351410575,8.656045958890736,0.1045284367111169
151.5,58.000007823,train,1.0078849591025065E-4,0.4327887769455653,0.003890461745177855
154.5,58.000007823,train,0.06879173065461207,65.50985434529076,0.727204484563064
157.5,58.000007823,train,0.0016002387321688123,5.777265016641666,0.05839005710890024
160.5,58.000007823,train,0.003103935237818568,8.761859161444272,0.10736652722944794
163.5,58.000007823,train,7.726149724919111E-4,4.243789941767053,0.029069291282721618
-163.5,55.000007823,train,8.503170117905416E-6,0.06029276180713163,3.293979370483833E-4
-160.5,55.000007823,train,9.507844164653694E-6,0.06655480240678001,3.68302918196511E-4
-133.5,55.000007823,train,4.414565385929039E-6,0.03752646011275049,1.710396314939503E-4
-130.5,55.000007823,train,8.644238083417343E-6,0.06117202541526863,3.3486083336051463E-4
-127.5,55.000007823,train,1.5254198744212031E-5,0.1017032212352088,5.907664784247497E-4
-124.5,55.000007823,train,9.482938999840482E-5,0.40038632106975086,0.0036612809102486367
-121.5,55.000007823,train,1.0228461975122783E-4,0.4412346646322258,0.003947984509346041
-118.5,55.000007823,train,2.267653175699839E-4,1.1067759738250214,0.008710840780086984
-115.5,55.000007823,train,3.250533114632506E-4,1.6335792463615315,0.012439456653110838
-109.5,55.000007823,train,0.007832172651171893,25.280433140740598,0.23283740826948315
-106.5,55.000007823,train,0.013434928560624164,36.2001986292412,0.34237226129212295
-100.5,55.000007823,train,0.1880942395438735,99.42518347506403,0.8793558970304634
-97.5,55.000007823,train,0.20565050762409,100.0,0.8885069133090656
-94.5,55.000007823,train,0.48874039019718196,100.0,0.9498475022151327
-88.5,55.000007823,train,0.41480137271269996,100.0,0.9414313282465058
-85.5,55.000007823,train,0.34503593703205626,100.0,0.9304129644411774
-73.5,55.000007823,train,0.31605964669888065,100.0,0.9245148126678578
-70.5,55.000007823,train,0.3349291111492759,100.0,0.9284633219800412
-64.5,55.000007823,train,0.06496331907248745,64.82653635413924,0.7156986574249554
-61.5,55.000007823,train,0.0040364462571008015,11.081584846402688,0.13525957615230308
-58.5,55.000007823,train,6.491873694237767E-4,3.715683995755857,0.02453934160854913
61.5,55.000007823,train,0.01413160954193273,36.60643401485902,0.3538441375463802
64.5,55.000007823,train,0.0634949184946951,64.56444805103607,0.7110237972716024
67.5,55.000007823,train,0.06951494153187884,65.63893433446923,0.7292742201915581
70.5,55.000007823,train,0.06867079394984835,65.48826234714303,0.7268552869691299
73.5,55.000007823,train,0.07367528905195357,66.38149679009695,0.7405961067484602
76.5,55.000007823,train,0.08707049144662724,68.7723409603585,0.7713799707808285
79.5,55.000007823,train,0.07730257635887361,67.02890713737199,0.7497217734186641
82.5,55.000007823,train,0.033436503781748214,52.59524328301754,0.5644027242967818
88.5,55.000007823,train,0.014913631384390459,37.062421584219,0.36625365029665846
91.5,55.000007823,train,0.016715963323636566,39.013076634998015,0.3931157053508288
97.5,55.000007823,train,5.836392499538384E82,100.0,1.0
100.5,55.000007823,train,0.005876978557598715,17.32123353248558,0.18549456147473364
103.5,55.000007823,train,6.580090007387003E82,100.0,1.0
106.5,55.000007823,train,1.1358586281657633E85,100.0,1.0
109.5,55.000007823,train,6.1251467775354E82,100.0,1.0
112.5,55.000007823,train,7404.033828376551,100.0,0.9999965146451126
115.5,55.000007823,train,2.7534765311377312E93,100.0,1.0
118.5,55.000007823,train,2.7050931486529054E93,100.0,1.0
124.5,55.000007823,train,2.8979755258195617E93,100.0,1.0
127.5,55.000007823,train,5.665483213361384E93,100.0,1.0
130.5,55.000007823,train,2.146859552402807E93,100.0,1.0
133.5,55.000007823,train,5.818933675298774E93,100.0,1.0
136.5,55.000007823,train,2.6797638078396473E85,100.0,1.0
142.5,55.000007823,train,0.01605259904737594,37.72648592917502,0.3834979080545444
154.5,55.000007823,train,8.529754835792155E-4,4.64768554916209,0.03199607837151576
157.5,55.000007823,train,0.0011129449025500404,5.233627417603471,0.04134464375428165
160.5,55.000007823,train,6.483034470397729E-4,3.709789834728214,0.02450674808999903
163.5,55.000007823,train,3.860210629499573E-4,2.0278260463138205,0.01473824306116153
-124.5,52.000007823,train,1.0594038283749667E-5,0.0733249500928807,4.103612746933499E-4
-121.5,52.000007823,train,1.4786700042799701E-5,0.09945742384468112,5.726714998389676E-4
-118.5,52.000007823,train,2.238531127810929E-5,0.1331303941291729,8.667017175816318E-4
-91.5,52.000007823,train,0.015675984218783242,37.506900476987774,0.3779006568376205
-79.5,52.000007823,train,0.007830975358862399,25.278449171720144,0.23281010129572333
-76.5,52.000007823,train,0.013881639598008116,36.4606786663408,0.34977434502947613
-70.5,52.000007823,train,0.04065682874158216,59.11441959891453,0.6117248826940791
-67.5,52.000007823,train,0.006661304899734787,21.021556810100126,0.20517104807970535
-64.5,52.000007823,train,0.005362238201708065,15.617556349522774,0.17204298819741265
-61.5,52.000007823,train,0.0037360015781256794,9.882569956488561,0.12646502533867615
-58.5,52.000007823,train,6.19792325812681E-4,3.5196723055963592,0.023454267151220655
-55.5,52.000007823,train,3.4125024450072005E-4,1.7672644737411045,0.013051206998598798
64.5,52.000007823,train,0.0010480221689851447,5.03159670558661,0.03902696313424192
67.5,52.000007823,train,9.58830388978334E-4,4.900266958769346,0.03582456604795028
70.5,52.000007823,train,9.669423734143008E-4,4.912211064113194,0.03611670583632098
82.5,52.000007823,train,0.014368988946464037,36.744848901967316,0.35766205897633535
85.5,52.000007823,train,0.0032650284655029753,9.20961339755926,0.11231297479846297
88.5,52.000007823,train,0.012885043330590852,35.70288594210832,0.3330258635693123
91.5,52.000007823,train,3.0046113449255195E84,100.0,1.0
94.5,52.000007823,train,2.611571864715887E93,100.0,1.0
97.5,52.000007823,train,2.016664545045339E93,100.0,1.0
100.5,52.000007823,train,0.01595611538729519,37.67023108591986,0.38207358609230796
106.5,52.000007823,train,0.10696510041414294,80.99478767655623,0.8056367763827637
109.5,52.000007823,train,6.777441772925022E82,100.0,1.0
124.5,52.000007823,train,2.669663535295444E93,100.0,1.0
130.5,52.000007823,train,2.91489518805005E93,100.0,1.0
133.5,52.000007823,train,5.596564751429998E93,100.0,1.0
136.5,52.000007823,train,4.520637564935254E93,100.0,1.0
139.5,52.000007823,train,0.45540799811353244,100.0,0.9463735727225854
142.5,52.000007823,train,0.016394295750627102,38.296804163769345,0.38848976533018564
157.5,52.000007823,train,5.900474079751081E-4,3.3507748689845447,0.022353817554918987
-127.5,49.000007823,train,7.133489731798095E-7,0.0115889678767945,2.7642232898719828E-5
-124.5,49.000007823,train,3.7090796696072926E-6,0.03389571007424002,1.4370994771092463E-4
-121.5,49.000007823,train,9.120648331108438E-6,0.06414144651536165,3.5330951179322645E-4
-118.5,49.000007823,train,1.4389971152260833E-5,0.09698464928894474,5.573152196207616E-4
67.5,49.000007823,train,9.144211711102747E-4,4.834878719844456,0.034222097415494854
70.5,49.000007823,train,4.2122059272244907E-4,2.2418635965072085,0.01606057332401257
73.5,49.000007823,train,8.241475766645941E-4,4.517807431254447,0.030948177221493938
76.5,49.000007823,train,9.001740722447803E-4,4.813901257296675,0.03370687389730156
82.5,49.000007823,train,0.01475233494709482,36.96837626821324,0.3637332905609361
85.5,49.000007823,train,0.003625839306099342,9.60638989327073,0.12319539170288275
88.5,49.000007823,train,1.1301586191620386E-5,0.07773503089433374,4.37756225605609E-4
91.5,49.000007823,train,3.457044477050266E76,100.0,1.0
94.5,49.000007823,train,6.952546472561197E91,100.0,1.0
97.5,49.000007823,train,3.247885212887853E83,100.0,1.0
100.5,49.000007823,train,1.1866284864297766E-4,0.5572652938698126,0.004577258236369174
106.5,49.000007823,train,2.555824078175103E83,100.0,1.0
109.5,49.000007823,train,1.1446429909339817E81,100.0,1.0
112.5,49.000007823,train,1.0595410606854436E79,100.0,1.0
115.5,49.000007823,train,2.2792986144562075E82,100.0,1.0
118.5,49.000007823,train,6.435034123832748E91,100.0,1.0
121.5,49.000007823,train,1.0419447092369301E85,100.0,1.0
124.5,49.000007823,train,7.990205541558213E92,100.0,1.0
127.5,49.000007823,train,2.102144493965941E93,100.0,1.0
130.5,49.000007823,train,2.9085595929961214E93,100.0,1.0
133.5,49.000007823,train,5.12157789839109E93,100.0,1.0
136.5,49.000007823,train,0.03779945808948983,55.937752399760186,0.5942821996992262
139.5,49.000007823,train,0.01313161340222584,35.931998871766005,0.3372494611325406
142.5,49.000007823,train,0.009513460330308313,30.24684302382131,0.2693563471857678
145.5,49.000007823,train,0.005770957189235739,17.211822692908896,0.1827597952730633
-121.5,46.000007823,train,4.1767327622751055E-6,0.036302465370528454,1.6182644336666037E-4
-118.5,46.000007823,train,9.429992242248812E-6,0.06606955856034252,3.6528828987820154E-4
-115.5,46.000007823,train,9.241640875825263E-6,0.06489558187869045,3.579947613345623E-4
85.5,46.000007823,train,9.115957678996547E-12,3.402921194436644E-8,3.5325261586592147E-10
88.5,46.000007823,train,5.5609754643995187E-8,7.620542469333909E-4,2.1549298123426757E-6
91.5,46.000007823,train,6.697215380248534E-9,1.196941118687273E-5,2.5952382868046106E-7
100.5,46.000007823,train,1.107305373873989E-5,0.07631060920960255,4.289080344135921E-4
103.5,46.000007823,train,1.790967161084202E-5,0.1134060241987181,6.935366327089097E-4
124.5,46.000007823,train,0.023667969829956816,49.021443817166684,0.47839454451393576
127.5,46.000007823,train,9.760240089391242E83,100.0,1.0
130.5,46.000007823,train,0.021034095294067988,47.21363342987477,0.44906390577195004
133.5,46.000007823,train,0.018460638561442318,44.21940750788011,0.41703487805016354
136.5,46.000007823,train,0.005691073554851652,17.129385202793912,0.18068707626089195
-121.5,43.000007823,train,3.442361209073444E-6,0.032523055690954004,1.3337720021833042E-4
-118.5,43.000007823,train,6.152548696151116E-7,0.010553897274413438,2.3841182483915695E-5
-115.5,43.000007823,train,4.184156633602028E-5,0.21482463252121123,0.0016187784869620295
-112.5,43.000007823,train,6.0477194699547924E-5,0.2786891829216478,0.002338073302403919
