"","X_WGS84","Y_WGS84","ConnochaetesGnou","GuloGulo","PantheraOnca","PteropusGiganteus","TenrecEcaudatus","VulpesVulpes"
"543",178.5,64.000007823,0,1,0,0,0,1
"544",-172.5,61.000007823,0,0,0,0,0,0
"545",-166.5,61.000007823,0,1,0,0,0,1
"546",-163.5,61.000007823,0,1,0,0,0,1
"547",-160.5,61.000007823,0,1,0,0,0,1
"548",-157.5,61.000007823,0,1,0,0,0,1
"549",-154.5,61.000007823,0,1,0,0,0,1
"550",-151.5,61.000007823,0,1,0,0,0,1
"551",-148.5,61.000007823,0,1,0,0,0,1
"552",-145.5,61.000007823,0,1,0,0,0,1
"553",-142.5,61.000007823,0,1,0,0,0,1
"554",-139.5,61.000007823,0,1,0,0,0,1
"555",-136.5,61.000007823,0,1,0,0,0,1
"556",-133.5,61.000007823,0,1,0,0,0,1
"557",-130.5,61.000007823,0,1,0,0,0,1
"558",-127.5,61.000007823,0,1,0,0,0,1
"559",-124.5,61.000007823,0,1,0,0,0,1
"560",-121.5,61.000007823,0,1,0,0,0,1
"561",-118.5,61.000007823,0,1,0,0,0,1
"562",-115.5,61.000007823,0,1,0,0,0,1
"563",-112.5,61.000007823,0,1,0,0,0,1
"564",-109.5,61.000007823,0,1,0,0,0,1
"565",-106.5,61.000007823,0,1,0,0,0,1
"566",-103.5,61.000007823,0,1,0,0,0,1
"567",-100.5,61.000007823,0,1,0,0,0,1
"568",-97.5,61.000007823,0,1,0,0,0,1
"569",-94.5,61.000007823,0,1,0,0,0,1
"570",-91.5,61.000007823,0,0,0,0,0,0
"571",-82.5,61.000007823,0,0,0,0,0,0
"572",-79.5,61.000007823,0,0,0,0,0,0
"573",-76.5,61.000007823,0,1,0,0,0,1
"574",-73.5,61.000007823,0,1,0,0,0,1
"575",-70.5,61.000007823,0,1,0,0,0,1
"576",-67.5,61.000007823,0,1,0,0,0,1
"577",-64.5,61.000007823,0,1,0,0,0,1
"578",-49.5,61.000007823,0,0,0,0,0,0
"579",-46.5,61.000007823,0,0,0,0,0,0
"580",-43.5,61.000007823,0,0,0,0,0,0
"581",-7.5,61.000007823,0,0,0,0,0,0
"582",-1.5,61.000007823,0,0,0,0,0,0
"583",4.5,61.000007823,0,0,0,0,0,1
"584",7.5,61.000007823,0,1,0,0,0,1
"585",10.5,61.000007823,0,1,0,0,0,1
"586",13.5,61.000007823,0,1,0,0,0,1
"587",16.5,61.000007823,0,1,0,0,0,1
"588",19.5,61.000007823,0,0,0,0,0,1
"589",22.5,61.000007823,0,1,0,0,0,1
"590",25.5,61.000007823,0,1,0,0,0,1
"591",28.5,61.000007823,0,1,0,0,0,1
"592",31.5,61.000007823,0,1,0,0,0,1
"593",34.5,61.000007823,0,1,0,0,0,1
"594",37.5,61.000007823,0,1,0,0,0,1
"595",40.5,61.000007823,0,1,0,0,0,1
"596",43.5,61.000007823,0,1,0,0,0,1
"597",46.5,61.000007823,0,1,0,0,0,1
"598",49.5,61.000007823,0,1,0,0,0,1
"599",52.5,61.000007823,0,1,0,0,0,1
"600",55.5,61.000007823,0,1,0,0,0,1
"601",58.5,61.000007823,0,1,0,0,0,1
"602",61.5,61.000007823,0,1,0,0,0,1
"603",64.5,61.000007823,0,1,0,0,0,1
"604",67.5,61.000007823,0,1,0,0,0,1
"605",70.5,61.000007823,0,1,0,0,0,1
"606",73.5,61.000007823,0,1,0,0,0,1
"607",76.5,61.000007823,0,1,0,0,0,1
"608",79.5,61.000007823,0,1,0,0,0,1
"609",82.5,61.000007823,0,1,0,0,0,1
"610",85.5,61.000007823,0,1,0,0,0,1
"611",88.5,61.000007823,0,1,0,0,0,1
"612",91.5,61.000007823,0,1,0,0,0,1
"613",94.5,61.000007823,0,1,0,0,0,1
"614",97.5,61.000007823,0,1,0,0,0,1
"615",100.5,61.000007823,0,1,0,0,0,1
"616",103.5,61.000007823,0,1,0,0,0,1
"617",106.5,61.000007823,0,1,0,0,0,1
"618",109.5,61.000007823,0,1,0,0,0,1
"619",112.5,61.000007823,0,1,0,0,0,1
"620",115.5,61.000007823,0,1,0,0,0,1
"621",118.5,61.000007823,0,1,0,0,0,1
"622",121.5,61.000007823,0,1,0,0,0,1
"623",124.5,61.000007823,0,1,0,0,0,1
"624",127.5,61.000007823,0,1,0,0,0,1
"625",130.5,61.000007823,0,1,0,0,0,1
"626",133.5,61.000007823,0,1,0,0,0,1
"627",136.5,61.000007823,0,1,0,0,0,1
"628",139.5,61.000007823,0,1,0,0,0,1
"629",142.5,61.000007823,0,1,0,0,0,1
"630",145.5,61.000007823,0,1,0,0,0,1
"631",148.5,61.000007823,0,1,0,0,0,1
"632",151.5,61.000007823,0,1,0,0,0,1
"633",154.5,61.000007823,0,1,0,0,0,1
"634",157.5,61.000007823,0,1,0,0,0,1
"635",160.5,61.000007823,0,1,0,0,0,1
"636",163.5,61.000007823,0,1,0,0,0,1
"637",166.5,61.000007823,0,1,0,0,0,1
"638",169.5,61.000007823,0,1,0,0,0,1
"639",172.5,61.000007823,0,1,0,0,0,1
"640",175.5,61.000007823,0,1,0,0,0,1
"641",178.5,61.000007823,0,0,0,0,0,0
"642",-169.5,58.000007823,0,0,0,0,0,0
"643",-160.5,58.000007823,0,1,0,0,0,1
"644",-157.5,58.000007823,0,1,0,0,0,1
"645",-154.5,58.000007823,0,1,0,0,0,1
"646",-151.5,58.000007823,0,1,0,0,0,1
"647",-145.5,58.000007823,0,0,0,0,0,0
"648",-139.5,58.000007823,0,1,0,0,0,1
"649",-136.5,58.000007823,0,1,0,0,0,1
"650",-133.5,58.000007823,0,1,0,0,0,1
"651",-130.5,58.000007823,0,1,0,0,0,1
"652",-127.5,58.000007823,0,1,0,0,0,1
"653",-124.5,58.000007823,0,1,0,0,0,1
"654",-121.5,58.000007823,0,1,0,0,0,1
"655",-118.5,58.000007823,0,1,0,0,0,1
"656",-115.5,58.000007823,0,1,0,0,0,1
"657",-112.5,58.000007823,0,1,0,0,0,1
"658",-109.5,58.000007823,0,1,0,0,0,1
"659",-106.5,58.000007823,0,1,0,0,0,1
"660",-103.5,58.000007823,0,1,0,0,0,1
"661",-100.5,58.000007823,0,1,0,0,0,1
"662",-97.5,58.000007823,0,1,0,0,0,1
"663",-94.5,58.000007823,0,1,0,0,0,1
"664",-91.5,58.000007823,0,1,0,0,0,1
"665",-88.5,58.000007823,0,1,0,0,0,1
"666",-79.5,58.000007823,0,1,0,0,0,1
"667",-76.5,58.000007823,0,1,0,0,0,1
"668",-73.5,58.000007823,0,1,0,0,0,1
"669",-70.5,58.000007823,0,1,0,0,0,1
"670",-67.5,58.000007823,0,1,0,0,0,1
"671",-64.5,58.000007823,0,1,0,0,0,1
"672",-61.5,58.000007823,0,1,0,0,0,1
"673",-7.5,58.000007823,0,0,0,0,0,0
"674",-4.5,58.000007823,0,0,0,0,0,1
"675",-1.5,58.000007823,0,0,0,0,0,1
"676",4.5,58.000007823,0,0,0,0,0,1
"677",7.5,58.000007823,0,1,0,0,0,1
"678",10.5,58.000007823,0,0,0,0,0,1
"679",13.5,58.000007823,0,0,0,0,0,1
"680",16.5,58.000007823,0,0,0,0,0,1
"681",19.5,58.000007823,0,0,0,0,0,1
"682",22.5,58.000007823,0,0,0,0,0,1
"683",25.5,58.000007823,0,0,0,0,0,1
"684",28.5,58.000007823,0,0,0,0,0,1
"685",31.5,58.000007823,0,0,0,0,0,1
"686",34.5,58.000007823,0,0,0,0,0,1
"687",37.5,58.000007823,0,0,0,0,0,1
"688",40.5,58.000007823,0,0,0,0,0,1
"689",43.5,58.000007823,0,0,0,0,0,1
"690",46.5,58.000007823,0,0,0,0,0,1
"691",49.5,58.000007823,0,0,0,0,0,1
"692",52.5,58.000007823,0,1,0,0,0,1
"693",55.5,58.000007823,0,1,0,0,0,1
"694",58.5,58.000007823,0,1,0,0,0,1
"695",61.5,58.000007823,0,1,0,0,0,1
"696",64.5,58.000007823,0,1,0,0,0,1
"697",67.5,58.000007823,0,1,0,0,0,1
"698",70.5,58.000007823,0,1,0,0,0,1
"699",73.5,58.000007823,0,1,0,0,0,1
"700",76.5,58.000007823,0,1,0,0,0,1
"701",79.5,58.000007823,0,1,0,0,0,1
"702",82.5,58.000007823,0,1,0,0,0,1
"703",85.5,58.000007823,0,1,0,0,0,1
"704",88.5,58.000007823,0,1,0,0,0,1
"705",91.5,58.000007823,0,1,0,0,0,1
"706",94.5,58.000007823,0,1,0,0,0,1
"707",97.5,58.000007823,0,1,0,0,0,1
"708",100.5,58.000007823,0,1,0,0,0,1
"709",103.5,58.000007823,0,1,0,0,0,1
"710",106.5,58.000007823,0,1,0,0,0,1
"711",109.5,58.000007823,0,1,0,0,0,1
"712",112.5,58.000007823,0,1,0,0,0,1
"713",115.5,58.000007823,0,1,0,0,0,1
"714",118.5,58.000007823,0,1,0,0,0,1
"715",121.5,58.000007823,0,1,0,0,0,1
"716",124.5,58.000007823,0,1,0,0,0,1
"717",127.5,58.000007823,0,1,0,0,0,1
"718",130.5,58.000007823,0,1,0,0,0,1
"719",133.5,58.000007823,0,1,0,0,0,1
"720",136.5,58.000007823,0,1,0,0,0,1
"721",139.5,58.000007823,0,1,0,0,0,1
"722",142.5,58.000007823,0,1,0,0,0,1
"723",145.5,58.000007823,0,1,0,0,0,1
"724",148.5,58.000007823,0,1,0,0,0,1
"725",151.5,58.000007823,0,1,0,0,0,1
"726",154.5,58.000007823,0,1,0,0,0,1
"727",157.5,58.000007823,0,1,0,0,0,1
"728",160.5,58.000007823,0,1,0,0,0,1
"729",163.5,58.000007823,0,1,0,0,0,1
"730",-166.5,55.000007823,0,0,0,0,0,0
"731",-163.5,55.000007823,0,1,0,0,0,1
"732",-160.5,55.000007823,0,1,0,0,0,1
"733",-157.5,55.000007823,0,1,0,0,0,1
"734",-154.5,55.000007823,0,0,0,0,0,0
"735",-133.5,55.000007823,0,1,0,0,0,0
"736",-130.5,55.000007823,0,1,0,0,0,1
"737",-127.5,55.000007823,0,1,0,0,0,1
"738",-124.5,55.000007823,0,1,0,0,0,1
"739",-121.5,55.000007823,0,1,0,0,0,1
"740",-118.5,55.000007823,0,1,0,0,0,1
"741",-115.5,55.000007823,0,1,0,0,0,1
"742",-112.5,55.000007823,0,1,0,0,0,1
"743",-109.5,55.000007823,0,1,0,0,0,1
"744",-106.5,55.000007823,0,1,0,0,0,1
"745",-103.5,55.000007823,0,1,0,0,0,1
"746",-100.5,55.000007823,0,1,0,0,0,1
"747",-97.5,55.000007823,0,1,0,0,0,1
"748",-94.5,55.000007823,0,1,0,0,0,1
"749",-91.5,55.000007823,0,1,0,0,0,1
"750",-88.5,55.000007823,0,1,0,0,0,1
"751",-85.5,55.000007823,0,1,0,0,0,1
"752",-82.5,55.000007823,0,0,0,0,0,1
"753",-79.5,55.000007823,0,1,0,0,0,1
"754",-76.5,55.000007823,0,1,0,0,0,1
"755",-73.5,55.000007823,0,1,0,0,0,1
"756",-70.5,55.000007823,0,1,0,0,0,1
"757",-67.5,55.000007823,0,1,0,0,0,1
"758",-64.5,55.000007823,0,1,0,0,0,1
"759",-61.5,55.000007823,0,1,0,0,0,1
"760",-58.5,55.000007823,0,1,0,0,0,1
"761",-55.5,55.000007823,0,0,0,0,0,0
"762",-10.5,55.000007823,0,0,0,0,0,1
"763",-7.5,55.000007823,0,0,0,0,0,1
"764",-4.5,55.000007823,0,0,0,0,0,1
"765",-1.5,55.000007823,0,0,0,0,0,1
"766",7.5,55.000007823,0,0,0,0,0,1
"767",10.5,55.000007823,0,0,0,0,0,1
"768",13.5,55.000007823,0,0,0,0,0,1
"769",16.5,55.000007823,0,0,0,0,0,1
"770",19.5,55.000007823,0,0,0,0,0,1
"771",22.5,55.000007823,0,0,0,0,0,1
"772",25.5,55.000007823,0,0,0,0,0,1
"773",28.5,55.000007823,0,0,0,0,0,1
"774",31.5,55.000007823,0,0,0,0,0,1
"775",34.5,55.000007823,0,0,0,0,0,1
"776",37.5,55.000007823,0,0,0,0,0,1
"777",40.5,55.000007823,0,0,0,0,0,1
"778",43.5,55.000007823,0,0,0,0,0,1
"779",46.5,55.000007823,0,0,0,0,0,1
"780",49.5,55.000007823,0,0,0,0,0,1
"781",52.5,55.000007823,0,0,0,0,0,1
"782",55.5,55.000007823,0,0,0,0,0,1
"783",58.5,55.000007823,0,0,0,0,0,1
"784",61.5,55.000007823,0,1,0,0,0,1
"785",64.5,55.000007823,0,1,0,0,0,1
"786",67.5,55.000007823,0,1,0,0,0,1
"787",70.5,55.000007823,0,1,0,0,0,1
"788",73.5,55.000007823,0,1,0,0,0,1
"789",76.5,55.000007823,0,1,0,0,0,1
"790",79.5,55.000007823,0,1,0,0,0,1
"791",82.5,55.000007823,0,1,0,0,0,1
"792",85.5,55.000007823,0,1,0,0,0,1
"793",88.5,55.000007823,0,1,0,0,0,1
"794",91.5,55.000007823,0,1,0,0,0,1
"795",94.5,55.000007823,0,1,0,0,0,1
"796",97.5,55.000007823,0,1,0,0,0,1
"797",100.5,55.000007823,0,1,0,0,0,1
"798",103.5,55.000007823,0,1,0,0,0,1
"799",106.5,55.000007823,0,1,0,0,0,1
"800",109.5,55.000007823,0,1,0,0,0,1
"801",112.5,55.000007823,0,1,0,0,0,1
"802",115.5,55.000007823,0,1,0,0,0,1
"803",118.5,55.000007823,0,1,0,0,0,1
"804",121.5,55.000007823,0,1,0,0,0,1
"805",124.5,55.000007823,0,1,0,0,0,1
"806",127.5,55.000007823,0,1,0,0,0,1
"807",130.5,55.000007823,0,1,0,0,0,1
"808",133.5,55.000007823,0,1,0,0,0,1
"809",136.5,55.000007823,0,1,0,0,0,1
"810",139.5,55.000007823,0,1,0,0,0,1
"811",142.5,55.000007823,0,1,0,0,0,0
"812",154.5,55.000007823,0,1,0,0,0,1
"813",157.5,55.000007823,0,1,0,0,0,1
"814",160.5,55.000007823,0,1,0,0,0,1
"815",163.5,55.000007823,0,1,0,0,0,1
"816",166.5,55.000007823,0,0,0,0,0,0
"817",-178.5,52.000007823,0,0,0,0,0,0
"818",-175.5,52.000007823,0,0,0,0,0,0
"819",-172.5,52.000007823,0,0,0,0,0,0
"820",-169.5,52.000007823,0,0,0,0,0,0
"821",-166.5,52.000007823,0,0,0,0,0,0
"822",-133.5,52.000007823,0,0,0,0,0,0
"823",-130.5,52.000007823,0,0,0,0,0,0
"824",-127.5,52.000007823,0,1,0,0,0,1
"825",-124.5,52.000007823,0,1,0,0,0,1
"826",-121.5,52.000007823,0,1,0,0,0,1
"827",-118.5,52.000007823,0,1,0,0,0,1
"828",-115.5,52.000007823,0,0,0,0,0,1
"829",-112.5,52.000007823,0,0,0,0,0,1
"830",-109.5,52.000007823,0,0,0,0,0,1
"831",-106.5,52.000007823,0,0,0,0,0,1
"832",-103.5,52.000007823,0,0,0,0,0,1
"833",-100.5,52.000007823,0,0,0,0,0,1
"834",-97.5,52.000007823,0,0,0,0,0,1
"835",-94.5,52.000007823,0,0,0,0,0,1
"836",-91.5,52.000007823,0,1,0,0,0,1
"837",-88.5,52.000007823,0,1,0,0,0,1
"838",-85.5,52.000007823,0,0,0,0,0,1
"839",-82.5,52.000007823,0,0,0,0,0,1
"840",-79.5,52.000007823,0,1,0,0,0,1
"841",-76.5,52.000007823,0,1,0,0,0,1
"842",-73.5,52.000007823,0,1,0,0,0,1
"843",-70.5,52.000007823,0,1,0,0,0,1
"844",-67.5,52.000007823,0,1,0,0,0,1
"845",-64.5,52.000007823,0,1,0,0,0,1
"846",-61.5,52.000007823,0,1,0,0,0,1
"847",-58.5,52.000007823,0,1,0,0,0,1
"848",-55.5,52.000007823,0,1,0,0,0,1
"849",-10.5,52.000007823,0,0,0,0,0,1
"850",-7.5,52.000007823,0,0,0,0,0,1
"851",-4.5,52.000007823,0,0,0,0,0,1
"852",-1.5,52.000007823,0,0,0,0,0,1
"853",1.5,52.000007823,0,0,0,0,0,1
"854",4.5,52.000007823,0,0,0,0,0,1
"855",7.5,52.000007823,0,0,0,0,0,1
"856",10.5,52.000007823,0,0,0,0,0,1
"857",13.5,52.000007823,0,0,0,0,0,1
"858",16.5,52.000007823,0,0,0,0,0,1
"859",19.5,52.000007823,0,0,0,0,0,1
"860",22.5,52.000007823,0,0,0,0,0,1
"861",25.5,52.000007823,0,0,0,0,0,1
"862",28.5,52.000007823,0,0,0,0,0,1
"863",31.5,52.000007823,0,0,0,0,0,1
"864",34.5,52.000007823,0,0,0,0,0,1
"865",37.5,52.000007823,0,0,0,0,0,1
"866",40.5,52.000007823,0,0,0,0,0,1
"867",43.5,52.000007823,0,0,0,0,0,1
"868",46.5,52.000007823,0,0,0,0,0,1
"869",49.5,52.000007823,0,0,0,0,0,1
"870",52.5,52.000007823,0,0,0,0,0,1
"871",55.5,52.000007823,0,0,0,0,0,1
"872",58.5,52.000007823,0,0,0,0,0,1
"873",61.5,52.000007823,0,0,0,0,0,1
"874",64.5,52.000007823,0,1,0,0,0,1
"875",67.5,52.000007823,0,1,0,0,0,1
"876",70.5,52.000007823,0,1,0,0,0,1
"877",73.5,52.000007823,0,1,0,0,0,1
"878",76.5,52.000007823,0,1,0,0,0,1
"879",79.5,52.000007823,0,1,0,0,0,1
"880",82.5,52.000007823,0,1,0,0,0,1
"881",85.5,52.000007823,0,1,0,0,0,1
"882",88.5,52.000007823,0,1,0,0,0,1
"883",91.5,52.000007823,0,1,0,0,0,1
"884",94.5,52.000007823,0,1,0,0,0,1
"885",97.5,52.000007823,0,1,0,0,0,1
"886",100.5,52.000007823,0,1,0,0,0,1
"887",103.5,52.000007823,0,1,0,0,0,1
"888",106.5,52.000007823,0,1,0,0,0,1
"889",109.5,52.000007823,0,1,0,0,0,1
"890",112.5,52.000007823,0,1,0,0,0,1
"891",115.5,52.000007823,0,1,0,0,0,1
"892",118.5,52.000007823,0,1,0,0,0,1
"893",121.5,52.000007823,0,1,0,0,0,1
"894",124.5,52.000007823,0,1,0,0,0,1
"895",127.5,52.000007823,0,1,0,0,0,1
"896",130.5,52.000007823,0,1,0,0,0,1
"897",133.5,52.000007823,0,1,0,0,0,1
"898",136.5,52.000007823,0,1,0,0,0,1
"899",139.5,52.000007823,0,1,0,0,0,1
"900",142.5,52.000007823,0,1,0,0,0,1
"901",154.5,52.000007823,0,0,0,0,0,0
"902",157.5,52.000007823,0,1,0,0,0,1
"903",160.5,52.000007823,0,1,0,0,0,1
"904",172.5,52.000007823,0,0,0,0,0,0
"905",178.5,52.000007823,0,0,0,0,0,0
"906",-127.5,49.000007823,0,1,0,0,0,0
"907",-124.5,49.000007823,0,1,0,0,0,1
"908",-121.5,49.000007823,0,1,0,0,0,1
"909",-118.5,49.000007823,0,1,0,0,0,1
"910",-115.5,49.000007823,0,0,0,0,0,1
"911",-112.5,49.000007823,0,0,0,0,0,1
"912",-109.5,49.000007823,0,0,0,0,0,1
"913",-106.5,49.000007823,0,0,0,0,0,1
"914",-103.5,49.000007823,0,0,0,0,0,1
"915",-100.5,49.000007823,0,0,0,0,0,1
"916",-97.5,49.000007823,0,0,0,0,0,1
"917",-94.5,49.000007823,0,0,0,0,0,1
"918",-91.5,49.000007823,0,0,0,0,0,1
"919",-88.5,49.000007823,0,0,0,0,0,1
"920",-85.5,49.000007823,0,0,0,0,0,1
"921",-82.5,49.000007823,0,0,0,0,0,1
"922",-79.5,49.000007823,0,0,0,0,0,1
"923",-76.5,49.000007823,0,0,0,0,0,1
"924",-73.5,49.000007823,0,0,0,0,0,1
"925",-70.5,49.000007823,0,0,0,0,0,1
"926",-67.5,49.000007823,0,0,0,0,0,1
"927",-64.5,49.000007823,0,0,0,0,0,1
"928",-61.5,49.000007823,0,0,0,0,0,1
"929",-58.5,49.000007823,0,0,0,0,0,1
"930",-55.5,49.000007823,0,0,0,0,0,1
"931",-52.5,49.000007823,0,0,0,0,0,1
"932",-7.5,49.000007823,0,0,0,0,0,0
"933",-4.5,49.000007823,0,0,0,0,0,1
"934",-1.5,49.000007823,0,0,0,0,0,1
"935",1.5,49.000007823,0,0,0,0,0,1
"936",4.5,49.000007823,0,0,0,0,0,1
"937",7.5,49.000007823,0,0,0,0,0,1
"938",10.5,49.000007823,0,0,0,0,0,1
"939",13.5,49.000007823,0,0,0,0,0,1
"940",16.5,49.000007823,0,0,0,0,0,1
"941",19.5,49.000007823,0,0,0,0,0,1
"942",22.5,49.000007823,0,0,0,0,0,1
"943",25.5,49.000007823,0,0,0,0,0,1
"944",28.5,49.000007823,0,0,0,0,0,1
"945",31.5,49.000007823,0,0,0,0,0,1
"946",34.5,49.000007823,0,0,0,0,0,1
"947",37.5,49.000007823,0,0,0,0,0,1
"948",40.5,49.000007823,0,0,0,0,0,1
"949",43.5,49.000007823,0,0,0,0,0,1
"950",46.5,49.000007823,0,0,0,0,0,1
"951",49.5,49.000007823,0,0,0,0,0,1
"952",52.5,49.000007823,0,0,0,0,0,1
"953",55.5,49.000007823,0,0,0,0,0,1
"954",58.5,49.000007823,0,0,0,0,0,1
"955",61.5,49.000007823,0,0,0,0,0,1
"956",64.5,49.000007823,0,0,0,0,0,1
"957",67.5,49.000007823,0,1,0,0,0,1
"958",70.5,49.000007823,0,1,0,0,0,1
"959",73.5,49.000007823,0,1,0,0,0,1
"960",76.5,49.000007823,0,1,0,0,0,1
"961",79.5,49.000007823,0,1,0,0,0,1
"962",82.5,49.000007823,0,1,0,0,0,1
"963",85.5,49.000007823,0,1,0,0,0,1
"964",88.5,49.000007823,0,1,0,0,0,1
"965",91.5,49.000007823,0,1,0,0,0,1
"966",94.5,49.000007823,0,1,0,0,0,1
"967",97.5,49.000007823,0,1,0,0,0,1
"968",100.5,49.000007823,0,1,0,0,0,1
"969",103.5,49.000007823,0,1,0,0,0,1
"970",106.5,49.000007823,0,1,0,0,0,1
"971",109.5,49.000007823,0,1,0,0,0,1
"972",112.5,49.000007823,0,1,0,0,0,1
"973",115.5,49.000007823,0,1,0,0,0,1
"974",118.5,49.000007823,0,1,0,0,0,1
"975",121.5,49.000007823,0,1,0,0,0,1
"976",124.5,49.000007823,0,1,0,0,0,1
"977",127.5,49.000007823,0,1,0,0,0,1
"978",130.5,49.000007823,0,1,0,0,0,1
"979",133.5,49.000007823,0,1,0,0,0,1
"980",136.5,49.000007823,0,1,0,0,0,1
"981",139.5,49.000007823,0,1,0,0,0,1
"982",142.5,49.000007823,0,1,0,0,0,0
"983",145.5,49.000007823,0,1,0,0,0,0
"984",154.5,49.000007823,0,0,0,0,0,1
"985",-124.5,46.000007823,0,0,0,0,0,1
"986",-121.5,46.000007823,0,1,0,0,0,1
"987",-118.5,46.000007823,0,1,0,0,0,1
"988",-115.5,46.000007823,0,1,0,0,0,1
"989",-112.5,46.000007823,0,0,0,0,0,1
"990",-109.5,46.000007823,0,0,0,0,0,1
"991",-106.5,46.000007823,0,0,0,0,0,1
"992",-103.5,46.000007823,0,0,0,0,0,1
"993",-100.5,46.000007823,0,0,0,0,0,1
"994",-97.5,46.000007823,0,0,0,0,0,1
"995",-94.5,46.000007823,0,0,0,0,0,1
"996",-91.5,46.000007823,0,0,0,0,0,1
"997",-88.5,46.000007823,0,0,0,0,0,1
"998",-85.5,46.000007823,0,0,0,0,0,1
"999",-82.5,46.000007823,0,0,0,0,0,1
"1000",-79.5,46.000007823,0,0,0,0,0,1
"1001",-76.5,46.000007823,0,0,0,0,0,1
"1002",-73.5,46.000007823,0,0,0,0,0,1
"1003",-70.5,46.000007823,0,0,0,0,0,1
"1004",-67.5,46.000007823,0,0,0,0,0,1
"1005",-64.5,46.000007823,0,0,0,0,0,1
"1006",-61.5,46.000007823,0,0,0,0,0,1
"1007",-58.5,46.000007823,0,0,0,0,0,0
"1008",-55.5,46.000007823,0,0,0,0,0,1
"1009",-52.5,46.000007823,0,0,0,0,0,1
"1010",-4.5,46.000007823,0,0,0,0,0,0
"1011",-1.5,46.000007823,0,0,0,0,0,1
"1012",1.5,46.000007823,0,0,0,0,0,1
"1013",4.5,46.000007823,0,0,0,0,0,1
"1014",7.5,46.000007823,0,0,0,0,0,1
"1015",10.5,46.000007823,0,0,0,0,0,1
"1016",13.5,46.000007823,0,0,0,0,0,1
"1017",16.5,46.000007823,0,0,0,0,0,1
"1018",19.5,46.000007823,0,0,0,0,0,1
"1019",22.5,46.000007823,0,0,0,0,0,1
"1020",25.5,46.000007823,0,0,0,0,0,1
"1021",28.5,46.000007823,0,0,0,0,0,1
"1022",31.5,46.000007823,0,0,0,0,0,1
"1023",34.5,46.000007823,0,0,0,0,0,1
"1024",37.5,46.000007823,0,0,0,0,0,1
"1025",40.5,46.000007823,0,0,0,0,0,1
"1026",43.5,46.000007823,0,0,0,0,0,1
"1027",46.5,46.000007823,0,0,0,0,0,1
"1028",49.5,46.000007823,0,0,0,0,0,1
"1029",52.5,46.000007823,0,0,0,0,0,1
"1030",55.5,46.000007823,0,0,0,0,0,1
"1031",58.5,46.000007823,0,0,0,0,0,1
"1032",61.5,46.000007823,0,0,0,0,0,1
"1033",64.5,46.000007823,0,0,0,0,0,1
"1034",67.5,46.000007823,0,0,0,0,0,1
"1035",70.5,46.000007823,0,0,0,0,0,1
"1036",73.5,46.000007823,0,0,0,0,0,1
"1037",76.5,46.000007823,0,0,0,0,0,1
"1038",79.5,46.000007823,0,0,0,0,0,1
"1039",82.5,46.000007823,0,0,0,0,0,1
"1040",85.5,46.000007823,0,1,0,0,0,1
"1041",88.5,46.000007823,0,1,0,0,0,1
"1042",91.5,46.000007823,0,1,0,0,0,1
"1043",94.5,46.000007823,0,0,0,0,0,1
"1044",97.5,46.000007823,0,0,0,0,0,1
"1045",100.5,46.000007823,0,1,0,0,0,1
"1046",103.5,46.000007823,0,1,0,0,0,1
"1047",106.5,46.000007823,0,0,0,0,0,1
"1048",109.5,46.000007823,0,0,0,0,0,1
"1049",112.5,46.000007823,0,0,0,0,0,1
"1050",115.5,46.000007823,0,0,0,0,0,1
"1051",118.5,46.000007823,0,0,0,0,0,1
"1052",121.5,46.000007823,0,1,0,0,0,1
"1053",124.5,46.000007823,0,1,0,0,0,1
"1054",127.5,46.000007823,0,1,0,0,0,1
"1055",130.5,46.000007823,0,1,0,0,0,1
"1056",133.5,46.000007823,0,1,0,0,0,1
"1057",136.5,46.000007823,0,1,0,0,0,1
"1058",139.5,46.000007823,0,1,0,0,0,1
"1059",142.5,46.000007823,0,1,0,0,0,1
"1060",148.5,46.000007823,0,0,0,0,0,1
"1061",151.5,46.000007823,0,0,0,0,0,0
"1062",-124.5,43.000007823,0,0,0,0,0,1
"1063",-121.5,43.000007823,0,1,0,0,0,1
"1064",-118.5,43.000007823,0,1,0,0,0,0
"1065",-115.5,43.000007823,0,1,0,0,0,1
"1066",-112.5,43.000007823,0,1,0,0,0,1
"1067",-109.5,43.000007823,0,0,0,0,0,1
"1068",-106.5,43.000007823,0,0,0,0,0,1
"1069",-103.5,43.000007823,0,0,0,0,0,1
"1070",-100.5,43.000007823,0,0,0,0,0,1
"1071",-97.5,43.000007823,0,0,0,0,0,1
"1072",-94.5,43.000007823,0,0,0,0,0,1
"1073",-91.5,43.000007823,0,0,0,0,0,1
"1074",-88.5,43.000007823,0,0,0,0,0,1
"1075",-85.5,43.000007823,0,0,0,0,0,1
"1076",-82.5,43.000007823,0,0,0,0,0,1
"1077",-79.5,43.000007823,0,0,0,0,0,1
"1078",-76.5,43.000007823,0,0,0,0,0,1
"1079",-73.5,43.000007823,0,0,0,0,0,1
"1080",-70.5,43.000007823,0,0,0,0,0,1
"1081",-67.5,43.000007823,0,0,0,0,0,0
"1082",-64.5,43.000007823,0,0,0,0,0,1
"1083",-58.5,43.000007823,0,0,0,0,0,0
"1084",-10.5,43.000007823,0,0,0,0,0,0
"1085",-7.5,43.000007823,0,0,0,0,0,1
"1086",-4.5,43.000007823,0,0,0,0,0,1
